order_id,delivery_time (days),geolocation_city_c,geolocation_state_c,payment_value,freight_value,seller_city,seller_state,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,geolocation_city_s,geolocation_state_s,product_volume,distancia_km,purchase_to_approval_days,approval_to_carrier_days,carrier_to_customer_days
00010242fe8c5a6d1ba2dd792cb16214,7.61,campos dos goytacazes,RJ,72.19,13.29,volta redonda,SP,cool_stuff,650.0,28.0,9.0,14.0,volta redonda,RJ,3528.0,301.00566428484706,0.0323263888888888,6.367141203703704,1.2149537037037037
00018f77f2f0320c557190d7a144bdd3,16.22,santa fe do sul,SP,259.83,19.93,sao paulo,SP,pet_shop,30000.0,50.0,30.0,40.0,sao paulo,SP,60000.0,589.2741403035304,0.0084143518518518,8.14568287037037,8.062083333333334
000229ec398224ef6ca0657da4fc703e,7.95,pará de minas,MG,216.87,17.87,borda da mata,MG,moveis_decoracao,3050.0,33.0,13.0,33.0,borda da mata,MG,14157.0,312.4950460620627,0.0104050925925925,1.9085416666666664,6.029490740740741
00042b26cf59d7ce69dfabb4e55b4fd9,25.11,varzea paulista,SP,218.04,18.14,loanda,PR,ferramentas_jardim,3750.0,35.0,40.0,30.0,loanda,PR,42000.0,646.2217882287338,0.0085879629629629,11.816620370370371,13.289143518518518
00048cc3ae777c65dbb7d2a0634bc1ea,6.67,uberaba,MG,34.59,12.69,ribeirao preto,SP,utilidades_domesticas,450.0,24.0,8.0,15.0,ribeirao preto,SP,2880.0,161.59774611177875,1.2589467592592594,0.2989351851851852,5.110185185185185
00054e8431b9d7675808bcb819fb4a32,8.42,guararapes,SP,31.75,11.85,sao paulo,SP,telefonia,200.0,27.0,5.0,20.0,sao paulo,SP,2700.0,484.1181718585468,0.0116087962962962,1.5397800925925926,6.872106481481482
0005a1a1728c9d785b8e2b08b904576c,9.98,santos,SP,157.6,11.65,sao paulo,SP,beleza_saude,2000.0,30.0,12.0,16.0,sao paulo,SP,5760.0,52.44049449192436,0.9963888888888888,7.251631944444444,1.7359837962962965
00061f2a7bc09da83e415a52dc8a4af1,4.08,piracicaba,SP,68.87,8.88,santo andre,SP,beleza_saude,950.0,35.0,25.0,20.0,santo andre,SP,17500.0,154.94832731970567,0.0083217592592592,2.290810185185185,1.7759722222222225
0008288aa423d2a3f00fcb17cd7d8719,12.66,jandira,SP,126.54,13.37,sao jose do rio preto,SP,ferramentas_jardim,1650.0,30.0,22.0,30.0,sao jose do rio preto,SP,19800.0,397.4854358657519,1.2399421296296296,5.6025,5.813819444444444
0009c9a17f916a706d71784483a5d643,5.36,campinas,SP,650.34,11.34,guarulhos,SP,consoles_games,200.0,16.0,5.0,12.0,guarulhos,SP,960.0,78.6190069849219,0.0157175925925925,2.2365856481481483,3.111400462962963
000c3e6612759851cc3cbb4b83257986,7.22,jundiai,SP,112.71,13.71,ribeirao preto,SP,esporte_lazer,1800.0,16.0,16.0,16.0,ribeirao preto,SP,4096.0,248.479148511138,2.7267939814814817,0.4981365740740741,3.992662037037037
000e562887b1f2006d75e0be9558292e,18.29,cubatao,SP,41.11,16.11,jaragua do sul,SC,cool_stuff,600.0,20.0,20.0,21.0,jaragua do sul,SC,8400.0,392.1528410268383,0.0096643518518518,4.090219907407407,14.18613425925926
000e63d38ae8c00bbcb5a30573b99628,3.79,sao paulo,SP,56.78,8.88,sao paulo,SP,cama_mesa_banho,800.0,20.0,20.0,20.0,sao paulo,SP,8000.0,21.8906345480308,0.0134606481481481,3.0631828703703703,0.7173495370370371
000e906b789b55f64edcb1f84030f90d,17.94,santa cruz do rio pardo,SP,33.84,11.85,sao paulo,SP,telefonia,300.0,17.0,4.0,12.0,sao paulo,SP,816.0,318.0503926087498,0.0101736111111111,1.067962962962963,16.86144675925926
000f25f4d72195062c040b12dce9a18a,15.26,volta redonda,RJ,164.39,44.4,itaquaquecetuba,SP,moveis_escritorio,9375.0,55.0,54.0,19.0,itaquaquecetuba,SP,56430.0,257.9604293379052,0.0256712962962962,9.20023148148148,6.037048611111112
001021efaa8636c29475e7734483457d,9.44,ivaipora,PR,64.1,15.1,sao paulo,SP,fashion_bolsas_e_acessorios,250.0,16.0,2.0,20.0,sao paulo,SP,640.0,502.55895763978486,0.0058680555555555,0.505613425925926,8.932488425925927
0010b2e5201cc5f1ae7e9c6cc8f5bd00,11.82,rio de janeiro,RJ,65.5,16.6,maua,SP,cool_stuff,1800.0,34.0,5.0,34.0,maua,SP,5780.0,340.21357970246174,0.0174074074074074,0.957175925925926,10.846111111111112
00119ff934e539cf26f92b9ef0cdfed8,10.7,nova iguacu,RJ,236.88,16.98,campo largo,PR,esporte_lazer,9800.0,105.0,15.0,28.0,campo largo,PR,44100.0,685.8703219604413,0.994710648148148,0.8592824074074074,8.845428240740741
0011d82c4b53e22e84023405fb467e57,10.02,Sao Paulo,SP,315.33,26.33,serra negra,SP,malas_acessorios,2965.0,41.0,27.0,34.0,serra negra,SP,37638.0,105.2391630171381,0.0055787037037037,7.011585648148148,3.0041203703703703
00125cb692d04887809806618a2a145f,15.13,anapolis,GO,135.41,25.51,santo andre,SP,moveis_decoracao,2500.0,47.0,21.0,41.0,santo andré,SP,40467.0,848.6491645869137,0.0308449074074074,3.8280324074074072,11.274108796296296
0013503b13da1eac686219390b7d641b,14.96,osasco,SP,137.22,17.32,monte siao,MG,moveis_decoracao,2500.0,34.0,6.0,28.0,monte siao,MG,5712.0,128.44813090410602,1.1497337962962964,0.8214583333333333,12.990949074074074
00137e170939bba5a3134e2386413108,17.1,rio de janeiro,RJ,421.65,24.65,curitiba,PR,agro_industria_e_comercio,2650.0,30.0,30.0,20.0,curitiba,PR,18000.0,644.2463787575371,0.5696412037037037,3.550659722222222,12.978506944444444
001427c0ec99cf8af737bd88e92fd444,18.2,ituiutaba,MG,83.25,23.35,curitiba,PR,moveis_decoracao,750.0,69.0,11.0,11.0,curitiba,PR,8349.0,720.0771268488182,0.011875,2.1812962962962965,16.006354166666668
00143d0f86d6fbd9f9b38ab440ac16f5,11.13,goiania,GO,109.29,15.1,sorocaba,SP,esporte_lazer,180.0,17.0,11.0,14.0,sorocaba,SP,2618.0,783.072027017571,0.0264930555555555,0.2894791666666667,10.818900462962963
0014ae671de39511f7575066200733b7,16.0,pinhais,PR,30.6,14.1,sao paulo,SP,telefonia,350.0,19.0,4.0,11.0,sao paulo,SP,836.0,339.31689859208905,0.5599652777777778,6.242106481481481,9.200578703703703
0015ebb40fb17286bea51d4607c4733c,18.48,pato bragado,PR,37.0,15.1,sao paulo,SP,eletronicos,150.0,30.0,10.0,20.0,sao paulo,SP,6000.0,780.1969195255674,0.0068055555555555,3.5730555555555554,14.898090277777778
00169e31ef4b29deaae414f9a5e95929,7.45,rio de janeiro,RJ,55.11,16.11,ibitinga,SP,cama_mesa_banho,550.0,51.0,4.0,41.0,ibitinga,SP,8364.0,574.6458537456207,0.7563425925925926,0.5488078703703704,6.147916666666666
0016dfedd97fc2950e388d2971d718c7,23.94,canavieiras,BA,17.92,20.8,sao paulo,SP,ferramentas_jardim,1500.0,27.0,6.0,23.0,sao paulo,SP,3726.0,1193.7482650321244,0.5906481481481481,16.941400462962964,6.4107870370370375
001862358bf858722e1e2ae000cfed8b,9.16,cunha,SP,113.71,13.72,sao paulo,SP,cool_stuff,1200.0,42.0,25.0,15.0,sao paulo,SP,15750.0,169.43690483938386,0.999074074074074,0.94,7.217222222222222
0019c29108428acffd089c36103c9440,10.66,monte siao,MG,79.85,19.95,curitiba,PR,moveis_decoracao,750.0,69.0,11.0,11.0,curitiba,PR,8349.0,437.1927540784472,0.0069212962962962,0.7705902777777778,9.885277777777778
001ab0a7578dd66cd4b0a71f5b6e1e41,21.84,salvador,BA,127.56,17.63,brasilia,DF,eletronicos,150.0,22.0,13.0,15.0,brasília,DF,4290.0,1076.6784177557788,1.0798032407407407,0.6499189814814815,20.106875
001b76dd48a5b1eee3e87778daa40df8,11.04,santa salete,SP,95.0,13.01,sao jose dos campos,SP,informatica_acessorios,207.0,17.0,12.0,13.0,sao jose dos campos,SP,2652.0,596.0141553326155,0.0051388888888888,3.2378125,7.794201388888889
001d8f0e34a38c37f7dba2a37d4eba8b,11.83,sao paulo,SP,53.54,7.78,sao paulo,SP,beleza_saude,150.0,43.0,13.0,14.0,Sao Paulo,SP,7826.0,8.993580984445925,0.0107291666666666,9.92349537037037,1.8957060185185184
001daeb0eddc45b999bad0801ad9d273,21.68,itapicuru,BA,55.12,16.79,piracicaba,SP,pet_shop,300.0,16.0,16.0,16.0,piracicaba,SP,4096.0,1615.5939717129904,1.1220601851851852,0.3253356481481481,20.229375
001dbc16dc51075e987543d23a0507c7,16.0,santos dumont,MG,87.9,18.0,ibitinga,SP,cama_mesa_banho,950.0,45.0,15.0,35.0,ibitinga,SP,23625.0,548.2801101813455,0.0099421296296296,4.102430555555555,11.887511574074074
001e7ba991be1b19605ca0316e7130f9,10.11,campo grande,MS,213.21,18.21,maringa,PR,informatica_acessorios,850.0,31.0,11.0,11.0,maringa,PR,3751.0,435.4465518739252,0.0,1.9355092592592595,8.172777777777778
0020262c8a370bd5a174ea6a2a267321,4.12,guaratuba,PR,100.55,21.05,santo andre,SP,moveis_decoracao,2850.0,40.0,5.0,44.0,santo andre,SP,8800.0,322.40455946904314,0.0175694444444444,0.5911226851851852,3.512650462962963
0020a222f55eb79a372d0efee3cca688,9.69,volta redonda,RJ,45.09,15.1,sao paulo,SP,moveis_decoracao,700.0,26.0,8.0,22.0,sao paulo,SP,4576.0,277.04821637083023,0.0128009259259259,0.5671064814814815,9.110810185185183
00229e4e43f7a7e0b9dd819ad43268d3,5.1,sao bernardo do campo,SP,91.39,16.49,curitiba,PR,esporte_lazer,450.0,36.0,18.0,18.0,curitiba,PR,11664.0,339.670885717688,0.0057523148148148,2.2421527777777777,2.849895833333333
0025081dcf9330f9a5052ae82c6ce396,9.31,governador valadares,MG,33.18,18.23,sao paulo,SP,livros_tecnicos,300.0,23.0,2.0,16.0,SAO PAULO,SP,736.0,715.1751631088329,0.0067708333333333,1.057835648148148,8.243055555555555
00259a44fcad3fc0474329e925d14fc3,7.82,belo horizonte,MG,34.09,14.1,sao paulo,SP,informatica_acessorios,300.0,16.0,6.0,17.0,sao paulo,SP,1632.0,504.2935893341829,0.0051388888888888,1.162511574074074,6.652199074074074
002611a77fe03d076285fd4ca95db77c,23.05,brasilia,DF,156.75,21.75,porto alegre,RS,informatica_acessorios,200.0,16.0,15.0,15.0,porto alegre,RS,3600.0,1604.398931843321,1.3769212962962962,1.0164351851851852,20.660208333333333
002691433f09002ac9ca0c4e8dbb8ead,4.66,porto alegre,RS,120.43,16.43,cananeia,SP,telefonia,260.0,19.0,7.0,13.0,cananéia,SP,1729.0,645.0182039328209,0.008449074074074,0.6281944444444445,4.020694444444445
0026a368634b6e6f34f33b1499773a30,11.03,sao paulo,SP,164.8,15.8,montenegro,RS,cool_stuff,1000.0,33.0,44.0,19.0,montenegro,RS,27588.0,835.6141680350352,0.0113310185185185,6.981180555555556,4.041111111111111
00275bce676303c3bfd7292aefdfa223,9.86,sao paulo,SP,293.36,13.46,franca,SP,telefonia,300.0,18.0,10.0,13.0,franca,SP,2340.0,344.62416465701097,3.1869791666666667,1.5758564814814815,5.092557870370371
002955b0acc63d04f6724a31967e82bd,8.2,manhuacu,MG,135.59,15.59,santo andre,SP,perfumaria,475.0,20.0,9.0,14.0,santo andre,SP,2520.0,596.8266768429572,0.0886226851851851,1.0834375,7.025567129629629
002af7fa9eb99d1456bceb6a13d6fc0b,21.98,sao bento do sul,SC,109.45,21.11,presidente prudente,SP,moveis_decoracao,2500.0,60.0,12.0,20.0,presidente prudente,SP,14400.0,505.5898181336159,0.0419212962962963,1.0336342592592591,20.903078703703702
002b430ff89b3a24c31a1170acbbedea,8.71,ituiutaba,MG,265.55,65.56,sao paulo,SP,cool_stuff,2050.0,40.0,40.0,30.0,sao paulo,SP,48000.0,592.2197574484046,0.0103356481481481,0.5527777777777778,8.146770833333333
002b4e6fa42cd4a22cc86abc18fe9c05,8.51,sao paulo,SP,119.57,19.67,carazinho,RS,papelaria,700.0,20.0,50.0,40.0,carazinho,RS,40000.0,810.4594813614942,0.0075578703703703,1.3832523148148148,7.116099537037037
002d040018d12a3853c059f7f23ab5b1,7.98,pinhais,PR,169.84,14.84,campinas,SP,perfumaria,429.0,20.0,12.0,14.0,campinas,SP,3360.0,346.429677601795,1.3550462962962964,0.8153703703703704,5.814328703703704
