order_id,delivery_time (days)
6d5f4523e4747ceffd3e84b2d9bab9fc,1.7033225
02d2fbf1c9a20d04ceab86eb736fa22e,1.6550543
dae91c4dced184f9ead8277e600b44a2,1.6449198
9d138733c51598bbcd3ea81678facf91,1.6605915
e7666167df3a8011289e3980afcacf13,1.6614695
b54fa43051fefab27d1f06b71938062c,1.7761655
dfeb385531b47a17e24ab43992ebf15e,1.5589298
1091b52a01d06a2bf1e97ca70cb2d75a,1.8361593
71359a053b02802c8974b69049cec60a,1.597762
e7db8e72d33cbb4d2898d27b0310c124,1.6507193
dc83ed7ce1de08f74d849b222fe7b6ec,1.6703923
5be9af49f40fc3bbb1c3c8aa5b7d8ee9,1.6591047
fcb2af36166db4e5d7ac2491544cc1e9,1.9011952
ab086c339b4c94681a4758724c5ceecc,1.5998844
d80799e45b1938827bfd57d8ee9b3c50,2.9125626
a1119e009d1d91655405307f4c095818,1.5868977
695809f787c7cd226121bda23bd48199,2.932881
273ff9150ef1e7b66d89ac10f7cc7899,1.616523
9cb8098ab14d7f21e32786b85f62f5e2,2.8748937
666e09695a076343da1fb9643f68adc7,1.6342956
3413eb8515318f34dd2984e1b4b301fd,1.5553162
a853cdd8003fb8372f09eefdb15720f8,1.8303663
f39f43e47399ff2c70a6ff3130215663,1.706422
b2569f05d40ea199f859f0d9cdc7b9d6,1.5956078
519e8e134cd15d39544f56d9ff932d3e,1.8168104
7e96e25e50e633b64d640a69f6084dbe,1.8409569
314fc0121ed16cbe4f7979e96f3768ef,1.6460028
3d15ff4099fc39d6eed5f8c1200521b7,1.604796
631e74e14da293fc4c6a8f02253aac6e,1.65955
76605cf925ed0ddb1629abe46ecf0fe7,1.614247
83bb596248fd091d99fa8d5aadde8fa7,1.7001549
334aeb42957ddc27b1e35631aa2d120e,1.597244
4d458ae78b6be4d04c94a3e7372ca386,2.9660103
fea4df6f0bd3b6a85cfe1555dad66203,1.5525235
de8323147a3358b9c4720ae5e8ef668b,1.6531806
9acc2273b31b949190b1e828d326a926,1.8310529
fd8406e55cd74ad84a30ccca898589b3,1.6235955
0a6941f89f53dc1f622f877b23601ed7,1.6514765
9ac5d8f3cc22c272de0146a5cc273fe3,1.6344976
c2b416c2ac6019a220bca3ef9ac48682,1.6086484
2bab21da7cb38da9002fcb361c7c046f,1.619903
f396e1280028fa9c8c83111abee5f2e9,5.0302
2146afbdb82c47a7d5e459bfee91e760,1.5457505
07a95f982477a213f498dba6bd405372,1.6173859
