order_id,delivery_time (days)
00024acbcdf0a6daa1e931b038114c75,10.125897250881902
000576fe39319847cbb9d288c5617fa6,12.296918467415704
0005f50442cb953dcd1d21e1fb923495,6.135099194138139
00063b381e2406b52ad429470734ebd5,11.147722788916694
0006ec9db01a64e59a68b2c340bf65a7,20.45540710873074
0009792311464db532ff765bf7b182ae,12.442570161996064
000aed2e25dbad2f9ddb70584c5a2ded,4.8053634131396255
00130c0eee84a3d909e75bc08c5c3ca1,4.7919064060846965
001ac194d4a326a6fa99b581e9a3d963,6.6644287081117985
001e7cf2ad6bef3ade12ebc56ceaf0f3,10.285650266011556
002175704e8b209f61b9ad5cfd92b60e,12.553505347922997
00254baeb6c932b0a8aeead91fbd02b5,24.61320406454581
0025c5d1a8ca53a240ec2634bb4492ea,25.25433635358457
002834535f7a609a5c68266f173fa59e,21.86852103719005
0028de0ca693a1bb26448916a81105cc,17.460940180178042
0029c5db35ef291ce99d1262012e7daa,9.30819389519868
0029f17cf0e7640c5cb6825af681303f,13.178117929741187
002c9def9c9b951b1bec6d50753c9891,5.268142610832497
002f16b7bc4530031b7d90f791b12d8a,11.407758507905182
00324b3eda39ba5ecce3945823e3594c,16.92917849893923
00335f75ea6a4455b524a8dd177067f5,7.478779075410631
003423b755b562962a6225a8de40d12e,21.09659596407855
00345f338696283410b7977d2e3efc89,13.19680936495463
0036757472ece3dde52fd4bfd929c90e,20.592394438849553
003822434f91204da0a51fe4cf2aba18,20.581062605116102
0039500db36d50d7d0bfaf23723550f3,23.843391279291225
003a7f59d7e08a9c61d9e2881fe6459c,10.70372932681331
003a94f778ef8cfd50247c8c1b582257,15.359761709283898
003cc6161d7a2593f2525cce0c330d32,8.75640597237481
003d9fc84ad902adf2265248b5ffe1a4,17.540507259368894
003edccf16bc5ec447f592913b3df2b4,26.679393662346733
00404fa7a687c8c44ca69d42695aae73,9.25656100237811
004345d16a1ab2c21962992c721c8643,14.994213379400747
0044c6f6d22dd280534344177c81b989,8.441453610172978
0045f5225a96ef46630701167528fdcb,14.037060731252033
0046176ff0dbc2a178b7885355dfbb71,11.446814486892135
004b62108b876867938746ad3154167f,6.244729142718845
004ca5ae248069d68e8594df8abf6ce0,22.608025074711552
00526a9d4ebde463baee25f386963ddc,5.893046388449492
00611822267e76e0055c25c18506f06e,15.147634089964408
0066a1fdaee16ad5022c5ef979d0b661,18.00689631285491
0067c6030d65af0ff98790158ddb0020,9.83102304564582
0068fb0e223115e911d362627e8b8800,17.119802141542788
006c42f310102c1910b3c5793ce5fc34,11.222677498746801
006df90050498994d670b40da4651d22,3.5608545580616706
0072847849eafe70995fa51a714c81ac,9.953047115184642
